Subject,Start Date,Start Time,End Date,End Time,All Day Event
Pierre 's birthday ,10/08/2020,07:00 AM,10/08/2020,10:00 PM,True
Porche 's birthday ,11/16/2020,07:00 AM,11/16/2020,10:00 PM,True
Porchemi 's birthday ,04/03/2020,07:00 AM,04/03/2020,10:00 PM,True
Portgas D. Ace 's birthday ,01/01/2020,07:00 AM,01/01/2020,10:00 PM,True
Portgas D. Rouge 's birthday ,06/10/2020,07:00 AM,06/10/2020,10:00 PM,True
Rakuyo 's birthday ,09/08/2020,07:00 AM,09/08/2020,10:00 PM,True
Rampo 's birthday ,07/10/2020,07:00 AM,07/10/2020,10:00 PM,True
Ran 's birthday ,11/24/2020,07:00 AM,11/24/2020,10:00 PM,True
Rebecca 's birthday ,08/04/2020,07:00 AM,08/04/2020,10:00 PM,True
Richie 's birthday ,07/21/2020,07:00 AM,07/21/2020,10:00 PM,True
Riku Dold III 's birthday ,06/27/2020,07:00 AM,06/27/2020,10:00 PM,True
Rindo 's birthday ,09/16/2020,07:00 AM,09/16/2020,10:00 PM,True
Rob Lucci 's birthday ,06/02/2020,07:00 AM,06/02/2020,10:00 PM,True
Rockstar 's birthday ,06/09/2020,07:00 AM,06/09/2020,10:00 PM,True
Ronse 's birthday ,06/02/2020,07:00 AM,06/02/2020,10:00 PM,True
Roronoa Zoro 's birthday ,11/11/2020,07:00 AM,11/11/2020,10:00 PM,True
Roswald 's birthday ,06/28/2020,07:00 AM,06/28/2020,10:00 PM,True
Ryuuboshi 's birthday ,06/24/2020,07:00 AM,06/24/2020,10:00 PM,True
Ryuuma 's birthday ,11/06/2020,07:00 AM,11/06/2020,10:00 PM,True
Sabo 's birthday ,03/20/2020,07:00 AM,03/20/2020,10:00 PM,True
Sadi-chan 's birthday ,03/05/2020,07:00 AM,03/05/2020,10:00 PM,True
Sai 's birthday ,08/13/2020,07:00 AM,08/13/2020,10:00 PM,True
Sakazuki 's birthday ,08/16/2020,07:00 AM,08/16/2020,10:00 PM,True
Saldeath 's birthday ,06/08/2020,07:00 AM,06/08/2020,10:00 PM,True
Salome 's birthday ,03/06/2020,07:00 AM,03/06/2020,10:00 PM,True
Satori 's birthday ,03/10/2020,07:00 AM,03/10/2020,10:00 PM,True
Scarlet 's birthday ,10/28/2020,07:00 AM,10/28/2020,10:00 PM,True
Scratchmen Apoo 's birthday ,03/19/2020,07:00 AM,03/19/2020,10:00 PM,True
Sengoku 's birthday ,05/09/2020,07:00 AM,05/09/2020,10:00 PM,True
Senor Pink 's birthday ,06/12/2020,07:00 AM,06/12/2020,10:00 PM,True
Sentomaru 's birthday ,03/10/2020,07:00 AM,03/10/2020,10:00 PM,True
Seto 's birthday ,07/16/2020,07:00 AM,07/16/2020,10:00 PM,True
Shachi 's birthday ,04/07/2020,07:00 AM,04/07/2020,10:00 PM,True
Shakuyaku (Shakky) 's birthday ,05/08/2020,07:00 AM,05/08/2020,10:00 PM,True
Shalulia 's birthday ,03/29/2020,07:00 AM,03/29/2020,10:00 PM,True
Shanks 's birthday ,03/09/2020,07:00 AM,03/09/2020,10:00 PM,True
Sherrie 's birthday ,10/31/2020,07:00 AM,10/31/2020,10:00 PM,True
Shiki 's birthday ,03/20/2020,07:00 AM,03/20/2020,10:00 PM,True
Shilliew 's birthday ,06/11/2020,07:00 AM,06/11/2020,10:00 PM,True
Shirahoshi 's birthday ,04/04/2020,07:00 AM,04/04/2020,10:00 PM,True
Shura 's birthday ,09/20/2020,07:00 AM,09/20/2020,10:00 PM,True
Shyarley 's birthday ,09/09/2020,07:00 AM,09/09/2020,10:00 PM,True
Silvers Rayleigh 's birthday ,05/13/2020,07:00 AM,05/13/2020,10:00 PM,True
Smoker 's birthday ,03/14/2020,07:00 AM,03/14/2020,10:00 PM,True
Sodom 's birthday ,08/06/2020,07:00 AM,08/06/2020,10:00 PM,True
Spandam 's birthday ,03/11/2020,07:00 AM,03/11/2020,10:00 PM,True
Splash 's birthday ,01/18/2020,07:00 AM,01/18/2020,10:00 PM,True
Splatter 's birthday ,01/18/2020,07:00 AM,01/18/2020,10:00 PM,True
Spandine 's birthday ,01/19/2020,07:00 AM,01/19/2020,10:00 PM,True
Speed Jiru 's birthday ,04/06/2020,07:00 AM,04/06/2020,10:00 PM,True
Spoil 's birthday ,09/15/2020,07:00 AM,09/15/2020,10:00 PM,True
Squard 's birthday ,09/06/2020,07:00 AM,09/06/2020,10:00 PM,True
Stelly 's birthday ,03/12/2020,07:00 AM,03/12/2020,10:00 PM,True
Strawberry 's birthday ,01/05/2020,07:00 AM,01/05/2020,10:00 PM,True
Stronger 's birthday ,04/16/2020,07:00 AM,04/16/2020,10:00 PM,True
Sugar 's birthday ,10/22/2020,07:00 AM,10/22/2020,10:00 PM,True
Surume 's birthday ,06/09/2020,07:00 AM,06/09/2020,10:00 PM,True
Suu 's birthday ,09/24/2020,07:00 AM,09/24/2020,10:00 PM,True
Sweet Pea 's birthday ,01/14/2020,07:00 AM,01/14/2020,10:00 PM,True
T-Bone 's birthday ,09/10/2020,07:00 AM,09/10/2020,10:00 PM,True
Taroimo 's birthday ,10/16/2020,07:00 AM,10/16/2020,10:00 PM,True
Tashigi 's birthday ,10/06/2020,07:00 AM,10/06/2020,10:00 PM,True
Terracotta 's birthday ,09/25/2020,07:00 AM,09/25/2020,10:00 PM,True
Thatch 's birthday ,03/24/2020,07:00 AM,03/24/2020,10:00 PM,True
Tilestone 's birthday ,01/06/2020,07:00 AM,01/06/2020,10:00 PM,True
Tom 's birthday ,03/16/2020,07:00 AM,03/16/2020,10:00 PM,True
Tonjit 's birthday ,10/02/2020,07:00 AM,10/02/2020,10:00 PM,True
Tony Tony Chopper 's birthday ,12/24/2020,07:00 AM,12/24/2020,10:00 PM,True
Toto 's birthday ,06/17/2020,07:00 AM,06/17/2020,10:00 PM,True
Trafalgar Law 's birthday ,10/06/2020,07:00 AM,10/06/2020,10:00 PM,True
Trebol 's birthday ,03/18/2020,07:00 AM,03/18/2020,10:00 PM,True
Tsukimi 's birthday ,08/15/2020,07:00 AM,08/15/2020,10:00 PM,True
Tsuru 's birthday ,03/26/2020,07:00 AM,03/26/2020,10:00 PM,True
Tyrannosaurus 's birthday ,10/20/2020,07:00 AM,10/20/2020,10:00 PM,True
Urouge 's birthday ,08/01/2020,07:00 AM,08/01/2020,10:00 PM,True
Usopp 's birthday ,04/01/2020,07:00 AM,04/01/2020,10:00 PM,True
Van Augur 's birthday ,10/05/2020,07:00 AM,10/05/2020,10:00 PM,True
Vander Decken IX 's birthday ,08/22/2020,07:00 AM,08/22/2020,10:00 PM,True
Vasco Shot 's birthday ,08/05/2020,07:00 AM,08/05/2020,10:00 PM,True
Vegapunk 's birthday ,08/09/2020,07:00 AM,08/09/2020,10:00 PM,True
Vergo 's birthday ,07/05/2020,07:00 AM,07/05/2020,10:00 PM,True
Verygood 's birthday ,09/10/2020,07:00 AM,09/10/2020,10:00 PM,True
Vinsmoke Ichiji 's birthday ,03/02/2020,07:00 AM,03/02/2020,10:00 PM,True
Vinsmoke Niji 's birthday ,03/02/2020,07:00 AM,03/02/2020,10:00 PM,True
Vinsmoke Reiju 's birthday ,11/11/2020,07:00 AM,11/11/2020,10:00 PM,True
Vinsmoke Sora 's birthday ,07/09/2020,07:00 AM,07/09/2020,10:00 PM,True
Vinsmoke Sanji 's birthday ,03/02/2020,07:00 AM,03/02/2020,10:00 PM,True
Vinsmoke Yonji 's birthday ,03/02/2020,07:00 AM,03/02/2020,10:00 PM,True
Viola (Violet) 's birthday ,04/30/2020,07:00 AM,04/30/2020,10:00 PM,True
Vista 's birthday ,02/05/2020,07:00 AM,02/05/2020,10:00 PM,True
Wadatsumi 's birthday ,02/09/2020,07:00 AM,02/09/2020,10:00 PM,True
Wanze 's birthday ,09/04/2020,07:00 AM,09/04/2020,10:00 PM,True
Wapol 's birthday ,08/09/2020,07:00 AM,08/09/2020,10:00 PM,True
Whitey Bay 's birthday ,10/31/2020,07:00 AM,10/31/2020,10:00 PM,True
Wiper 's birthday ,08/18/2020,07:00 AM,08/18/2020,10:00 PM,True
Woop Slap 's birthday ,02/28/2020,07:00 AM,02/28/2020,10:00 PM,True
X (Diez) Drake 's birthday ,10/24/2020,07:00 AM,10/24/2020,10:00 PM,True
Yama 's birthday ,10/03/2020,07:00 AM,10/03/2020,10:00 PM,True
Yamakaji 's birthday ,04/05/2020,07:00 AM,04/05/2020,10:00 PM,True
Yasopp 's birthday ,08/02/2020,07:00 AM,08/02/2020,10:00 PM,True
Yorki 's birthday ,04/09/2020,07:00 AM,04/09/2020,10:00 PM,True
Zambia 's birthday ,03/08/2020,07:00 AM,03/08/2020,10:00 PM,True
Zeff 's birthday ,04/02/2020,07:00 AM,04/02/2020,10:00 PM,True
Zeo 's birthday ,11/11/2020,07:00 AM,11/11/2020,10:00 PM,True
